"","countyfp","population","latitude","longitude","geo.display.label","median_house_value","total_units","median_rooms","mean_household_size_owners","mean_household_size_renters","built_2005_or_later","built_2000_to_2004","built_1990s","built_1980s","built_1970s","built_1960s","built_1950s","built_1940s","bedrooms_0","bedrooms_1","bedrooms_2","bedrooms_3","bedrooms_4","owners","renters","median_household_income","mean_household_income","vacant_ratio"
"407","9",9515,38.169293,-120.868127,"Census Tract 2.10, Calaveras County, California",350200,4094,5.7,2.54,3.38,9.6,13.5,22.3,32.4,11.4,3.2,2,1.3,0,4.5,18.1,63.1,12.9,84.6,15.4,67367,81108,0.0610649731314118
"408","9",5515,38.122358,-120.846521,"Census Tract 2.20, Calaveras County, California",253500,2431,5.5,2.73,2.99,9.7,16.8,27.4,29.9,15.5,0.4,0,0,1.2,0.5,16.3,74.3,7.1,83.1,16.9,72990,78087,0.118058412176059
"409","9",6969,38.223712,-120.632002,"Census Tract 3, Calaveras County, California",279000,3411,5,2.11,2.13,1.1,8,13.7,19.7,23.2,11.4,10.9,4.5,0.7,8,37,43.4,7.7,72.8,27.2,46294,59228,0.16300205218411
"410","9",4032,38.367981,-120.524374,"Census Tract 4, Calaveras County, California",238700,2370,4.6,2.37,2.34,4,3.1,13.2,23.7,17.1,8,14.6,6.9,3.1,10.5,51.2,28.4,6.3,79.9,20.1,40742,48033,0.235021097046413
"411","9",3332,38.204316,-120.382689,"Census Tract 5.01, Calaveras County, California",452100,2644,5.5,2.32,2.92,3.5,2.4,26.6,31.9,17.9,9.7,2.4,3.9,0,3.6,20.3,65.8,10.4,78.4,21.6,59277,74450,0.480332829046899
"412","9",2330,38.241108,-120.344586,"Census Tract 5.03, Calaveras County, California",470200,3482,5.3,1.98,2.01,0,4.5,13.2,37.1,28.5,12.1,1,0,0.4,2.1,29.6,55.8,12.1,80.2,19.8,50944,74846,0.763354394026422
"413","11",5183,39.010841,-122.036374,"Census Tract 1, Colusa County, California",295900,1792,5.2,3.31,3.1,7,8.6,18.5,16.4,19.4,9.7,6.9,2.3,1.6,10.8,23.1,45.9,13.8,66.6,33.4,49464,60662,0.102120535714286
"414","11",5121,39.203518,-122.010599,"Census Tract 2, Colusa County, California",248400,1973,5.4,2.85,2.92,11.4,4.5,15.5,18.8,16.2,8,12,5.7,3,11.9,26.9,43.3,13.5,65.6,34.4,56540,68946,0.0770400405473898
"415","11",6055,39.150416,-122.157125,"Census Tract 3, Colusa County, California",196500,1794,5.2,3.54,3.13,9.5,20.5,13.4,10.8,7.5,12.2,8.8,5.6,1.5,8.4,25.8,48.8,15.1,56.5,43.5,49956,60462,0.0434782608695652
"416","11",2495,39.313005,-122.248025,"Census Tract 4, Colusa County, California",213600,1158,5.1,2.65,3.06,1.7,1.7,19.9,16.7,13.6,10.9,9.5,7.2,1.9,8.7,32.6,43.3,11.7,68.3,31.7,44444,66604,0.291882556131261
"417","11",2565,39.216144,-122.007993,"Census Tract 5, Colusa County, California",213100,1133,5,2.17,2.39,1.8,0.4,4.3,7.5,8.6,10.4,9,20.5,2.4,14.7,42.3,29.6,10.6,62.6,37.4,39931,52063,0.0970873786407767
"418","13",3659,38.012923,-121.633225,"Census Tract 3010, Contra Costa County, California",227100,1814,4.6,2.24,2.19,5.1,3.4,8.9,17.8,16.9,21.2,11.6,11,3.6,13.1,46.9,25.7,9.3,81.4,18.6,37972,59423,0.197905181918412
"419","13",6592,37.997336,-121.728285,"Census Tract 3020.05, Contra Costa County, California",214800,2332,5.7,2.99,2.03,9.8,1.4,22.6,38.7,18.7,2.6,3.8,0.9,0,10.3,14.2,56.6,18,71.6,28.4,56458,68134,0.0750428816466552
"420","13",3779,38.004015,-121.721984,"Census Tract 3020.06, Contra Costa County, California",238000,1342,6.2,3.23,2.5,0,0.1,43.3,54.8,1.8,0,0,0,1.6,0,0,46.3,49.4,89.9,10.1,86833,94305,0.117734724292101
"421","13",6347,37.986813,-121.704753,"Census Tract 3020.07, Contra Costa County, California",267600,2109,5.8,2.9,3.46,14.5,1.7,26.9,20.9,22.4,4.2,2.7,4.1,1.4,4.6,16.4,32.9,41.3,64.8,35.2,73243,74881,0.0602181128496918
"422","13",7718,37.983404,-121.687377,"Census Tract 3020.08, Contra Costa County, California",319600,2275,6.1,3.57,3.72,32,20.4,20.6,6.5,6.7,7.3,2.6,1.1,0,3.7,18.6,26.6,38.3,74,26,75833,86831,0.076043956043956
"423","13",5641,37.969131,-121.752392,"Census Tract 3020.09, Contra Costa County, California",355800,1629,6.7,3.74,4.06,16.3,16.9,54.3,7,3.7,0,0,1,1,5.3,1.8,37.1,32.9,70.7,29.3,85441,90942,0.120933087783917
"424","13",10039,37.985017,-121.728421,"Census Tract 3020.10, Contra Costa County, California",295400,3030,6.8,3.5,3.43,6.6,22.9,26.8,31.7,7.6,0.8,1,2,0,0,5.1,46.2,34.3,89.4,10.6,96410,108279,0.0353135313531353
"425","13",7624,37.958651,-121.709148,"Census Tract 3031.02, Contra Costa County, California",437500,2242,6.4,3.57,3.15,42.8,14.8,17.2,6.1,6,6.2,4.1,2.3,0,9.1,12.3,33.4,30.8,64.7,35.3,77985,90349,0.0727029438001784
"426","13",10812,37.939184,-121.685408,"Census Tract 3031.03, Contra Costa County, California",352300,3299,5.8,2.86,3.03,10.8,41.1,13.9,10.1,6.5,2.2,7.3,4.2,1.4,7.2,15.9,42.4,26.6,62,38,64567,76897,0.0733555622916035
"427","13",9989,37.94752,-121.756026,"Census Tract 3032.01, Contra Costa County, California",391100,3092,7.4,3.7,3.23,5.6,48.4,41,4.3,0.1,0,0.6,0,0,5.3,6.8,21.8,37.2,74.7,25.3,99119,109460,0.0772962483829237
"428","13",7080,37.942089,-121.716182,"Census Tract 3032.02, Contra Costa County, California",398800,2135,7.9,3.65,3.97,6.1,26.7,51.8,9,4.5,0,0.7,0,0,0,3.5,25.6,43.5,90.7,9.3,106815,119535,0.100234192037471
"429","13",8491,37.944365,-121.731073,"Census Tract 3032.03, Contra Costa County, California",464800,2646,7.4,3.3,3.39,28.3,26.9,38.2,0.6,4.3,0,1.2,0.4,0,1.8,19.7,17.5,35.9,84.2,15.8,99263,114381,0.111489040060469
"430","13",4182,37.929315,-121.708829,"Census Tract 3032.04, Contra Costa County, California",235400,1484,5.5,2.92,4,2.6,0,18.5,41.2,27.2,6.1,3.7,0,0,5.6,33.2,33.8,22.4,72.6,27.4,62608,82988,0.0370619946091644
"431","13",8309,37.918887,-121.709582,"Census Tract 3032.05, Contra Costa County, California",413400,3214,6.1,2.3,2.39,0,54.8,38.6,3.1,0.9,1.3,0,0.7,0,0,45.2,27.4,18.6,87.2,12.8,81232,92233,0.0242688238954574
"432","13",3718,37.916434,-121.743083,"Census Tract 3040.01, Contra Costa County, California",544300,1131,7.3,3.35,2.86,35.7,63.3,0,1,0,0,0,0,0,3.6,6.1,20.7,52.4,90.5,9.5,107582,117047,0.0707338638373121
"433","13",1426,37.873133,-121.639838,"Census Tract 3040.02, Contra Costa County, California",496700,547,6.7,2.67,2.06,4.9,0,2.9,25.4,6.4,18.1,0,0,0,0,20.3,46.3,32.4,79.2,20.8,71850,86323,0.102376599634369
"434","13",3433,37.902629,-121.593885,"Census Tract 3040.03, Contra Costa County, California",553900,1769,6.4,2.42,2.66,0,6.4,13.3,65.5,14.7,0,0,0,0,0,14,58.6,24.3,72.9,27.1,75948,113134,0.135104578858112
"435","13",3738,37.89967,-121.608565,"Census Tract 3040.04, Contra Costa County, California",617900,1809,6.1,2.47,1.3,0,4.5,23.4,46.1,21.7,3.3,1,0,0,2.5,5.1,73,18.5,90.6,9.4,112661,153058,0.110005527915976
"436","13",6738,37.911994,-121.619981,"Census Tract 3040.05, Contra Costa County, California",338400,2048,6.8,3.14,3.72,17.7,27,36.2,6.2,3.1,1.3,1.9,2.5,0.3,0.8,7.4,41.2,41.2,80.9,19.1,102250,102538,0.10400390625
"437","13",6620,38.011224,-121.815857,"Census Tract 3050, Contra Costa County, California",242800,2504,4.3,2.8,2.95,0.8,1.6,6.2,6.1,14.1,14.1,14.6,18.3,3.8,18.3,45,25.3,5.9,26.4,73.6,40457,52875,0.19888178913738
"438","13",2985,38.001877,-121.768476,"Census Tract 3060.02, Contra Costa County, California",233600,1134,5.9,2.72,3.38,1.2,3.1,23.6,47.4,8,8.9,0.5,3.5,0,0.6,18,47.7,33,81.6,18.4,63201,75111,0.044973544973545
"439","13",4881,38.005384,-121.80025,"Census Tract 3060.03, Contra Costa County, California",266100,1842,5.5,3.01,3.4,1.1,1.4,8.2,2.3,3.5,12.9,40.8,23.2,3,9,19.4,49.4,13.8,53.2,46.8,50964,64523,0.0917480998914224
"440","13",3324,38.008939,-121.789816,"Census Tract 3060.04, Contra Costa County, California",357600,1264,5.1,2.89,2.53,1.5,0,6.1,30,25,21,8.7,0,2.5,7.9,22.8,52.4,12.8,50.7,49.3,46083,61592,0.104430379746835
"441","13",4166,37.986621,-121.815497,"Census Tract 3071.01, Contra Costa County, California",248800,1533,5.8,3.06,2.59,0.6,0,5.9,15.3,45.3,18.1,12.2,0.6,0,9.1,9.3,42.5,36.2,72.4,27.6,70278,82142,0.0684931506849315
"442","13",5038,38.000382,-121.815006,"Census Tract 3071.02, Contra Costa County, California",186100,1859,4.9,2.71,3.22,0.4,2.3,3.4,5.8,9.4,9.5,32.9,29.2,0,9,42.8,39.2,9.1,54.9,45.1,48980,67284,0.130177514792899
"443","13",3467,38.00136,-121.849542,"Census Tract 3072.01, Contra Costa County, California",191300,1185,5,2.89,2.92,0,0.4,3.6,4.2,23.4,56.3,10,1,3,2.4,39.2,47.1,8.4,47.2,52.8,39423,47498,0.120675105485232
"444","13",3933,38.003941,-121.827392,"Census Tract 3072.02, Contra Costa County, California",172700,1652,4.1,2.96,3.22,0,1.2,0,32.5,46.3,17.3,2.2,0,0.7,15.3,62.2,14.5,7.3,31.7,68.3,45833,49354,0.221549636803874
"445","13",4300,37.994589,-121.831097,"Census Tract 3072.04, Contra Costa County, California",240300,1357,6,3.09,3.44,0,0,4.7,2.4,35.7,52.2,2.1,0,0,3.1,1.1,66,27.4,74.8,25.2,52578,62157,0.0582166543846721
"446","13",6595,37.991468,-121.835198,"Census Tract 3072.05, Contra Costa County, California",211500,2747,4.9,2.83,2.49,0.5,0,3.9,21.1,64.6,6.1,1.9,0.5,0,20.3,25.8,35.9,16.3,55.9,44.1,55283,63171,0.127411721878413
"447","13",7229,37.991657,-121.797117,"Census Tract 3080.01, Contra Costa County, California",280500,2534,6.3,2.97,3.78,0.9,0.5,6.4,21.3,40.4,12.9,9.8,5.1,0,1.5,4.4,63.5,29.6,65.8,34.2,61864,72767,0.116022099447514
"448","13",4194,37.988061,-121.768342,"Census Tract 3080.02, Contra Costa County, California",349200,1387,7.2,3.22,4.13,0.5,11.8,42.2,38.7,4.1,2.7,0,0,0,0,0.9,37.3,51.3,87.7,12.3,100888,113608,0.108147080028839
"449","13",2771,38.033162,-121.884591,"Census Tract 3090, Contra Costa County, California",300500,1089,5.7,2.68,2.25,3.9,16.1,33.1,16,14.6,2.7,11.8,1.7,2.3,13.8,4.1,58.3,21.5,71.7,28.3,57500,73066,0.210284664830119
"450","13",5641,38.026576,-121.889725,"Census Tract 3100, Contra Costa County, California",253400,1742,5.2,3.76,3.68,8.3,24.2,0.5,2.9,7.3,8.3,7.6,17.9,0.5,17.6,28.8,32,14.8,54.3,45.7,45087,60095,0.121125143513203
"451","13",5001,38.022091,-121.895688,"Census Tract 3110, Contra Costa County, California",217100,1558,5.2,3.44,4.05,10.1,2.9,5.4,11.9,16.5,8.6,28.6,11.5,0.3,8.1,31.1,35.5,23.4,47.5,52.5,51544,56007,0.127727856225931
"452","13",2292,38.016912,-121.875201,"Census Tract 3120, Contra Costa County, California",307000,805,5,2.95,3.31,0,1.6,2.7,29.7,10.2,15.9,26.3,7,0,5.5,31.4,55.7,6.6,42.4,57.6,26930,43610,0.0857142857142857
"453","13",7251,38.005558,-121.88237,"Census Tract 3131.01, Contra Costa County, California",244800,2953,4.9,2.69,2.65,9.2,4.5,11.9,17.7,24.8,10.7,17.6,1.6,0.3,20.4,30.6,38.7,9.9,47.7,52.3,48762,59290,0.0836437521164917
"454","13",3984,38.003525,-121.865435,"Census Tract 3131.02, Contra Costa County, California",277400,1409,5.6,2.9,3.42,12.9,2.2,6.6,24.1,44.6,5.7,2.9,0,0,10.8,23.1,39.5,24.3,64.7,35.3,63365,72565,0.103619588360539
"455","13",7723,37.99375,-121.876968,"Census Tract 3131.03, Contra Costa County, California",369100,2512,6.2,3.1,3.03,10.2,12,10.6,19.7,37.9,5.2,2.5,0.3,0,12.2,14.6,32.6,30.4,63.3,36.7,71339,104041,0.0346337579617834
"456","13",3222,38.013787,-121.930076,"Census Tract 3132.03, Contra Costa County, California",322800,1002,6.4,3.45,3.73,6.1,0.6,0.7,53.6,31.1,1.3,6.6,0,0.2,0.9,5.1,54,38.7,83.4,16.6,82770,80025,0.0289421157684631
"457","13",5542,37.998058,-121.902893,"Census Tract 3132.04, Contra Costa County, California",339600,1861,5.6,3.24,2.68,0,5.3,10.3,11.8,30.4,15.7,7.5,16,0.6,9.6,29,35.4,22.1,64.8,35.2,72132,81332,0.0977968833960236
"458","13",1724,38.017264,-121.916537,"Census Tract 3132.05, Contra Costa County, California",271500,530,6.6,3.39,5,5.7,0,3.6,79.2,6,0,0.9,0,0,0,0,55.5,40.9,87.4,12.6,101471,133716,0
"459","13",5757,38.01379,-121.898773,"Census Tract 3132.06, Contra Costa County, California",230900,1672,5.7,3.76,4.51,2.2,0,6.9,8.3,34.2,17.3,21.7,8.3,0.7,1.1,11.5,58.2,28.5,54.3,45.7,51184,61109,0.0502392344497608
"460","13",5923,38.023643,-121.919006,"Census Tract 3141.02, Contra Costa County, California",187800,1728,5.4,3.56,4.24,0,7.3,17.8,13.5,54.5,4.9,1.1,1,1,3,19.9,48.1,28,78.7,21.3,48640,61709,0.0619212962962963
"461","13",5546,38.029855,-121.948947,"Census Tract 3141.03, Contra Costa County, California",214000,1785,4.8,3.31,3.12,2.3,8.5,11,41.9,9.9,9.7,11.2,0,6.3,10.9,24.9,43.9,12.8,47.1,52.9,48214,55942,0.057703081232493
"462","13",7118,38.023611,-121.943509,"Census Tract 3141.04, Contra Costa County, California",275300,2687,4.6,3.13,3.18,0.4,4.8,11.3,24.3,12.1,12.3,17.1,11.5,0.5,12.1,42.9,33,11.5,43.4,56.6,35571,51284,0.110532192035728
"463","13",6482,38.034823,-121.968166,"Census Tract 3142, Contra Costa County, California",162300,1867,5.5,3.33,5.05,1.9,1.6,6.1,7.9,23.3,18.2,30.5,4.7,0,1.8,23.5,57.8,16.5,71.5,28.5,42307,56729,0.0503481521156936
"464","13",3281,38.027005,-121.990358,"Census Tract 3150, Contra Costa County, California",389200,1255,5.6,2.69,2.46,0,3,48.6,37.1,3.8,1.4,1,2.5,0,2.7,13.3,57.4,24.5,84,16,97938,99185,0.0318725099601594
"465","13",1483,38.016917,-122.135867,"Census Tract 3160, Contra Costa County, California",565800,492,3.3,1.57,1.75,0,0.8,0,0,5.5,10.6,6.9,36,25,30.1,30.5,6.7,7.7,13.2,86.8,30993,39353,0.140243902439024
"466","13",2144,38.014579,-122.130653,"Census Tract 3170, Contra Costa County, California",353300,1097,4.3,2.1,1.88,1.5,0,0,6.1,6.4,10.1,8.7,7.3,3.2,22.2,44.7,22.5,5.2,45.9,54.1,60972,72172,0.0382862351868733
"467","13",3267,38.004511,-122.134912,"Census Tract 3180, Contra Costa County, California",381100,1567,4.6,2.08,2.14,0,0,1.3,9.5,15.2,8.5,19.1,12.6,0,29.5,28.7,33.3,6.7,50,50,58100,72325,0.0810465858328015
"468","13",7412,38.005134,-122.120842,"Census Tract 3190, Contra Costa County, California",354900,3221,5,2.42,2.07,0.8,0,6.3,11.8,20.4,8.8,22.5,15.7,0,13,35.3,41.8,6.7,50.5,49.5,54453,67269,0.0419124495498292
"469","13",3615,38.011322,-122.094221,"Census Tract 3200.01, Contra Costa County, California",407400,1296,5.7,2.97,2.89,1.7,6.7,0.8,9.8,16.4,16.6,35.6,9.4,0,2.9,17.4,49.2,25.1,61.5,38.5,48350,64991,0.0177469135802469
"470","13",2805,37.999403,-122.106877,"Census Tract 3200.03, Contra Costa County, California",484200,1060,6.5,2.58,2.18,0,17.2,37.2,27.9,7.4,8.7,0,1.7,0,4.9,19.6,37.1,32.7,92,8,108654,115557,0.0169811320754717
"471","13",6216,37.996391,-122.090238,"Census Tract 3200.04, Contra Costa County, California",446500,2542,5.4,2.68,2.27,3.5,5.2,13.9,44.3,24.3,2.6,4.4,1.3,3.6,12.4,22.9,31.3,23.8,63.9,36.1,81484,104383,0.041699449252557
"472","13",6549,37.988371,-122.097802,"Census Tract 3211.01, Contra Costa County, California",463200,2520,5.8,2.43,2.32,1.5,0.6,2.6,26.3,29.4,32.5,6.9,0,0,3,14.6,56.1,24.9,82,18,93036,101169,0.0111111111111111
"473","13",6689,37.97577,-122.092622,"Census Tract 3211.02, Contra Costa County, California",541200,2808,6.3,2.31,2.95,0,0.4,2.5,51.5,35.4,6.2,1.4,1.6,0.2,1.1,20.6,43.3,31.1,88.8,11.2,105192,112337,0
"474","13",4518,37.967391,-122.108262,"Census Tract 3211.03, Contra Costa County, California",581600,1832,6.4,2.53,3.01,0,0,3.2,12.9,35.9,31.8,11.1,3.7,0,4.9,11.5,45.4,29.9,78.8,21.2,90000,106459,0.0709606986899563
"475","13",5533,37.980135,-122.072544,"Census Tract 3212, Contra Costa County, California",371700,2383,4.7,2.41,2.42,1.2,5.5,4.7,33.8,22.2,16.4,14.1,1.1,1.1,19.1,31.8,40.7,7.4,50.9,49.1,54828,67467,0.0323122114981116
"476","13",6085,37.961615,-122.074673,"Census Tract 3220, Contra Costa County, California",583100,2651,5.7,2.53,2.55,0.6,0,5.4,23.8,9.4,22.4,31.6,4.8,3.8,8.2,10.1,51,24.1,70.4,29.6,98479,114884,0.0580912863070539
"477","13",4352,37.95079,-122.071874,"Census Tract 3230, Contra Costa County, California",552900,1771,5.9,2.67,2.71,0.6,0,1.8,10.9,10.1,9.5,51,15,0,2.9,12.4,63.2,16.5,77.7,22.3,91019,106209,0.0615471485036702
"478","13",4615,37.936251,-122.056001,"Census Tract 3240.01, Contra Costa County, California",400500,2833,3.3,2.29,1.6,7.4,8,22.4,19.6,10.2,15.1,13.1,3.3,15.2,37.5,33.4,11.5,1.9,18.2,81.8,55478,69688,0.0522414401694317
"479","13",5141,37.952222,-122.060338,"Census Tract 3240.02, Contra Costa County, California",491800,2636,4,2.45,1.78,1.6,7.8,8.6,34.2,17.8,9.7,14.6,5.4,3.3,29.4,39.9,20.1,5.9,29.5,70.5,64741,79446,0.035660091047041
"480","13",5514,37.935431,-122.074545,"Census Tract 3250, Contra Costa County, California",589000,2219,5.7,2.65,2.01,1.7,0,4.8,14.4,8.8,14,32.5,21.1,5.7,10.5,15.8,47.1,17.7,68.8,31.2,69941,102605,0.00585849481748535
"481","13",3437,37.938647,-122.087631,"Census Tract 3260, Contra Costa County, California",692300,1416,6.2,2.58,2.56,9.5,0,1.6,16.6,10.2,26,24.1,11.4,3,7,8.1,39.9,32.8,77.1,22.9,110313,121737,0.0360169491525424
"482","13",6695,37.993691,-122.048159,"Census Tract 3270, Contra Costa County, California",125800,2956,4.9,2.38,2.94,1,1.1,2.2,5.8,50.9,14.5,17.1,5.2,0.4,12.2,43.9,35.5,7.3,73.7,26.3,47750,58624,0.06765899864682
"483","13",2281,37.976632,-122.036231,"Census Tract 3280, Contra Costa County, California",113900,1401,2.9,1.42,1.69,8.4,12.1,20.8,17.1,17.8,13.3,5.1,1.6,16.1,56,22.3,5.5,0,2.9,97.1,29773,47186,0.0663811563169165
"484","13",6309,37.995762,-122.034003,"Census Tract 3290, Contra Costa County, California",355800,2424,5.2,2.72,2.53,1.2,0,2.8,3.8,9,36.1,28.5,15.1,0,8.3,25.3,51.7,12.3,55.9,44.1,61324,72940,0.00412541254125413
"485","13",5353,37.989645,-122.026766,"Census Tract 3300, Contra Costa County, California",361700,2081,5.5,2.94,3.1,0.6,0.4,0,1.8,10.6,22.3,49.6,14.2,0,0,8,69.9,17.6,76,24,77401,85754,0.0677558865929841
"486","13",7013,37.976595,-122.013132,"Census Tract 3310, Contra Costa County, California",398500,2804,5.4,2.36,2.53,6.5,2.8,1.2,12.2,19.4,9.7,28.3,15.4,0,12.8,31.6,36.9,15.7,62.4,37.6,65000,80375,0.0620542082738944
"487","13",7534,37.982732,-121.999242,"Census Tract 3320, Contra Costa County, California",380500,2966,5.7,2.61,3.2,1.3,3.2,0.9,4.2,16.5,30.6,37.3,5.5,0.5,3.3,17.7,58.1,18.8,75.6,24.4,73415,85764,0.0222521915037087
"488","13",4091,37.96337,-121.972151,"Census Tract 3331.01, Contra Costa County, California",470300,1542,6.1,2.77,2.31,2.9,2.1,5.6,13.6,26.2,23.9,22.3,3.3,0,2.1,22,53.4,20,78.5,21.5,78309,93716,0.0188067444876783
"489","13",3855,37.958181,-121.959237,"Census Tract 3331.02, Contra Costa County, California",479200,1633,5.8,2.55,2.82,0,1.4,24.6,24.7,24.2,8.8,13.3,0.7,0,14.9,17.1,36,27.6,78.8,21.2,73048,91795,0
"490","13",5926,37.969103,-121.985681,"Census Tract 3332, Contra Costa County, California",457400,2293,6.3,2.76,2.89,0,1.6,3.5,8.8,15.7,57.3,11,0.7,0,8.8,9.9,39.8,38,78.6,21.4,93886,101673,0.0453554295682512
"491","13",3749,37.963224,-122.001193,"Census Tract 3340.01, Contra Costa County, California",410500,1547,5.3,2.65,2.22,0.3,2.5,3.7,14.2,18.9,16.8,29.9,11.4,0,18.8,20,27.6,31.6,51,49,59375,72783,0.0465416936005171
"492","13",7367,37.955748,-121.976686,"Census Tract 3340.04, Contra Costa County, California",331600,3387,4.8,2.32,2.3,0.5,9.4,5,26.2,38.8,13.4,5.7,0.5,1.2,12.9,40,31.2,14.2,58.1,41.9,63028,85522,0.0658399763802775
"493","13",4767,37.951758,-121.987477,"Census Tract 3340.06, Contra Costa County, California",548600,1779,6.8,2.91,3.06,0.8,2.4,2.7,19.7,58.2,6.4,8.3,0.8,0,0,4.2,40.8,51.5,84.9,15.1,112822,113478,0.0427206295671726
"494","13",6794,37.875715,-122.057107,"Census Tract 3342, Contra Costa County, California",913100,2833,6.3,2.61,1.95,1,4.9,8.5,14.8,13,12.4,28.3,14.1,1.1,12.8,11.3,39.4,27.6,74.5,25.5,110335,138684,0.0204729968231557
"495","13",3358,37.96929,-122.020569,"Census Tract 3350, Contra Costa County, California",419200,1314,5.2,2.93,2.52,0,0,1.1,4.2,3.1,9.7,53.3,25.7,0,1.6,29.7,53,12.7,75.4,24.6,75435,83145,0.0243531202435312
"496","13",4802,37.967087,-122.034643,"Census Tract 3361.01, Contra Costa County, California",289600,1697,3.8,3.07,3.04,0.7,3.7,0.7,15.3,48,14.2,16.4,0.8,3.7,35.1,33.8,22.9,2.9,20,80,41175,47256,0.143783146729523
"497","13",7595,37.967565,-122.040533,"Census Tract 3361.02, Contra Costa County, California",219100,2804,3.8,2.08,2.96,0.5,0,7,17.4,35.4,28.3,7.9,2.5,1.2,35,55.3,5.5,3.1,19.3,80.7,41734,48371,0.100213980028531
"498","13",4032,37.960549,-122.04588,"Census Tract 3362.01, Contra Costa County, California",311200,1150,5.2,3.49,3.61,0,0,0,2.6,17.6,31.3,29,17.7,2.1,4.5,27.7,53.5,9.6,67.3,32.7,66750,74747,0.0652173913043478
"499","13",5701,37.954627,-122.044896,"Census Tract 3362.02, Contra Costa County, California",232200,1784,3.8,3.2,3.73,0,0,2.9,18.3,22.9,41.8,11.8,2.4,1.5,36.5,47.1,13.7,0.8,17.8,82.2,30712,42043,0.116031390134529
"500","13",3200,37.958323,-122.013528,"Census Tract 3371, Contra Costa County, California",618300,1212,6.4,2.94,2.57,1.8,6.4,15.5,27,14.7,10.2,19.7,0.9,0,4.5,15.3,32.1,34.7,81.1,18.9,97333,119762,0.070957095709571
"501","13",7183,37.950959,-122.026848,"Census Tract 3372, Contra Costa County, California",352600,3233,5,2.09,2.55,1,2.3,3.1,17.1,29.4,35.3,9.8,1.5,0.4,18.2,35.8,24.6,21,73.7,26.3,54972,71037,0.0497989483451902
"502","13",6098,37.939581,-122.011453,"Census Tract 3373, Contra Costa County, California",681100,2353,6.9,2.81,2.66,4,1.8,1.7,14.7,25.5,47,5.3,0,0.6,4.9,10.8,28.8,46.7,79.5,20.5,119943,143276,0.0641733956651084
"503","13",4996,37.948799,-122.044359,"Census Tract 3381.01, Contra Costa County, California",284000,1857,4.8,2.21,2.95,1.2,8.5,1.8,10.8,25.1,23.4,19.2,8.6,6.9,9.5,42.9,29.6,9.5,65.6,34.4,47621,55652,0.081852450188476
"504","13",3601,37.941229,-122.042199,"Census Tract 3381.02, Contra Costa County, California",494000,1415,6.5,2.78,4.1,1.4,4.5,9.7,16.3,18.9,30.1,18.2,0.9,0,1.4,7.1,52.4,36.2,86.1,13.9,92222,110668,0.0628975265017668
"505","13",3790,37.932962,-122.03411,"Census Tract 3382.01, Contra Costa County, California",660100,1448,7.2,2.44,2.48,0,0,3.9,4.6,42.1,44,2.6,0,0,3.1,12.4,25.6,47,88,12,110241,124746,0.0103591160220994
"506","13",4564,37.924961,-122.054941,"Census Tract 3382.03, Contra Costa County, California",481500,2716,4.1,2.11,1.82,0.9,3,16.6,32.7,21.1,11.5,9.7,2.3,0,40.8,36.3,13.8,6.4,41.4,58.6,82041,93966,0.0651693667157585
"507","13",5662,37.919841,-122.046446,"Census Tract 3382.04, Contra Costa County, California",508100,2860,5,2.12,1.92,1.7,5,4.3,21.7,60.3,5,2,0,0,18.7,42.1,25.4,10.1,70.2,29.8,102156,120908,0.0856643356643357
"508","13",2922,37.92005,-122.01978,"Census Tract 3383.01, Contra Costa County, California",845400,1048,7.9,2.67,3.57,2.4,0.5,6,2.6,22.1,56.2,10.2,0,4.1,0,0,13.7,62.6,96.3,3.7,129083,172281,0.041030534351145
"509","13",5807,37.911972,-122.021551,"Census Tract 3383.02, Contra Costa County, California",837700,2186,7.2,2.56,2.61,1.2,0,7,6.4,22.2,35.1,26.7,0.7,0,2.1,7.6,30.9,41.9,92.7,7.3,127155,166231,0
"510","13",3362,37.888142,-122.055634,"Census Tract 3390.01, Contra Costa County, California",458900,2037,3.1,1.85,1.76,3,8.8,2.7,19.9,16.1,36.7,11.8,0,12.3,48.6,38.6,0.5,0,8.2,91.8,54017,63278,0.0908198330878743
"511","13",5574,37.90662,-122.061892,"Census Tract 3390.02, Contra Costa County, California",368800,3331,3.7,1.81,1.86,7.4,4.9,4.4,12.7,39.6,14.7,9,4.5,6.3,37.4,43.1,12.4,0.4,29.5,70.5,74466,85751,0.145601921344941
"512","13",5857,37.923956,-122.068643,"Census Tract 3400.01, Contra Costa County, California",555800,2594,4.9,2.29,2.09,5.6,4.1,7.2,17.9,16.1,12.8,23.3,9.5,1.4,14.6,35.7,34.6,13.7,51.2,48.8,78542,100777,0.0728604471858134
"513","13",7000,37.913167,-122.083506,"Census Tract 3400.02, Contra Costa County, California",721200,3078,6,2.51,2.02,1.4,3.1,3.3,15.5,25,18.2,23.1,7.3,2.7,3.8,21.6,44.7,21.4,76.7,23.3,108421,132953,0.0305393112410656
"514","13",4864,37.890104,-122.080325,"Census Tract 3410, Contra Costa County, California",832300,2054,5.5,2.53,1.67,1.4,2.8,7.4,16.4,12,13.4,21.2,20,0,11.9,33.3,28.4,20,73.3,26.7,89238,138305,0.0404089581304771
